id,parent,focus,signal,slack,drag,confidence,score,lane,kind,invariant,mutation
m001,g001,event finality,97,74,9,54,525,ship,baseline,monotonic-signal,raise-signal
m002,g002,nonce pressure,110,0,30,46,382,ship,edge,drag-penalty,drop-slack
m003,g003,settlement risk,80,17,28,84,365,ship,recovery,confidence-floor,raise-drag
m004,g004,proof depth,69,22,39,57,217,ship,negative,lane-boundary,lower-confidence
m005,g005,event finality,76,62,8,24,374,ship,baseline,monotonic-signal,raise-signal
m006,g006,nonce pressure,69,4,15,49,303,ship,edge,drag-penalty,drop-slack
m007,g007,settlement risk,30,29,27,23,60,hold,recovery,confidence-floor,raise-drag
m008,g008,proof depth,58,38,24,44,238,ship,negative,lane-boundary,lower-confidence
m009,g009,event finality,40,45,27,36,142,watch,baseline,monotonic-signal,raise-signal
m010,g010,nonce pressure,65,40,30,30,210,ship,edge,drag-penalty,drop-slack
m011,g011,settlement risk,42,22,40,31,52,hold,recovery,confidence-floor,raise-drag
m012,g012,proof depth,34,45,15,66,238,ship,negative,lane-boundary,lower-confidence
m013,g013,event finality,86,24,14,22,342,ship,baseline,monotonic-signal,raise-signal
m014,g014,nonce pressure,58,5,30,84,255,ship,edge,drag-penalty,drop-slack
m015,g015,settlement risk,96,49,25,33,374,ship,recovery,confidence-floor,raise-drag
m016,g016,proof depth,31,68,35,85,187,ship,negative,lane-boundary,lower-confidence
m017,g017,event finality,99,45,45,92,400,ship,baseline,monotonic-signal,raise-signal
m018,g018,nonce pressure,35,60,9,51,257,ship,edge,drag-penalty,drop-slack
m019,g019,settlement risk,99,17,21,78,464,ship,recovery,confidence-floor,raise-drag
m020,g020,proof depth,90,62,18,40,412,ship,negative,lane-boundary,lower-confidence
m021,g021,event finality,54,17,21,45,218,ship,baseline,monotonic-signal,raise-signal
m022,g022,nonce pressure,70,21,45,83,242,ship,edge,drag-penalty,drop-slack
m023,g023,settlement risk,86,77,45,69,334,ship,recovery,confidence-floor,raise-drag
m024,g024,proof depth,54,67,36,10,123,watch,negative,lane-boundary,lower-confidence
m025,g025,event finality,94,18,15,48,415,ship,baseline,monotonic-signal,raise-signal
m026,g026,nonce pressure,60,0,6,22,254,ship,edge,drag-penalty,drop-slack
m027,g027,settlement risk,95,40,31,56,377,ship,recovery,confidence-floor,raise-drag
m028,g028,proof depth,116,59,35,22,392,ship,negative,lane-boundary,lower-confidence
m029,g029,event finality,51,71,42,29,123,watch,baseline,monotonic-signal,raise-signal
m030,g030,nonce pressure,53,0,5,30,247,ship,edge,drag-penalty,drop-slack
m031,g031,settlement risk,106,16,16,78,516,ship,recovery,confidence-floor,raise-drag
m032,g032,proof depth,41,22,12,8,142,watch,negative,lane-boundary,lower-confidence
m033,g033,event finality,72,27,15,83,406,ship,baseline,monotonic-signal,raise-signal
m034,g034,nonce pressure,33,56,18,32,162,watch,edge,drag-penalty,drop-slack
m035,g035,settlement risk,110,20,49,97,409,ship,recovery,confidence-floor,raise-drag
m036,g036,proof depth,108,34,41,78,417,ship,negative,lane-boundary,lower-confidence
m037,g037,event finality,119,43,15,50,544,ship,baseline,monotonic-signal,raise-signal
m038,g038,nonce pressure,71,39,45,77,252,ship,edge,drag-penalty,drop-slack
m039,g039,settlement risk,99,56,27,52,421,ship,recovery,confidence-floor,raise-drag
m040,g040,proof depth,72,27,30,31,227,ship,negative,lane-boundary,lower-confidence
m041,g041,event finality,115,50,36,82,494,ship,baseline,monotonic-signal,raise-signal
m042,g042,nonce pressure,83,18,41,68,281,ship,edge,drag-penalty,drop-slack
m043,g043,settlement risk,75,21,52,22,105,watch,recovery,confidence-floor,raise-drag
